Subject,Run,Condition,Filename,Onset,Repeat,Response,RT,Accuracy
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_lawn.png,18.0172,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_road.png,18.7004,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_flag.png,19.4002,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_mother.png,20.0833,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_mayor.png,20.7831,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_beach.png,21.4662,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_guest.png,22.1659,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_guest.png,22.849,1,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_flea.png,23.5488,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_face.png,24.2486,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_monkey.png,24.9316,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_camera.png,25.6314,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_army.png,26.3145,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_pond.png,27.0143,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_string.png,27.6974,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_string.png,28.3972,1,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_brick.png,29.0803,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_gold.png,29.7801,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_bridge.png,30.4799,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_sheep.png,31.1629,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_rice.png,31.8627,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_water.png,32.5459,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_jelly.png,33.2456,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_school.png,33.9287,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_dress.png,34.6285,0,0,NaN,0
VWFA_22_03,2,2,scr_word_pngs_grid/grid_scr_needle.png,35.3116,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_Kite.png,36.0113,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_LAMP_B.png,36.6944,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_BowArrow.png,37.3943,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_OBJ18.png,38.094,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_OBJ39A.png,38.7771,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_OBJ31A.png,39.4769,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_HornFrench.png,40.16,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_Fryingpan.png,40.8598,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_PalmTree.png,41.5429,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_OBJ42.png,42.2427,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_Envelope.png,42.9257,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_Axe.png,43.6255,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_wineglass.png,44.3253,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_OBJ27A.png,45.0083,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_TV.png,45.7082,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_PIANO_A.png,46.3912,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_Cat.png,47.0911,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_Scissors.png,47.7742,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_OBJ30.png,48.4739,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_BowTie.png,49.1569,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_arm.png,49.8568,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_Bottle.png,50.5398,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_OBJ5.png,51.2397,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_OBJ5.png,51.9395,1,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_OBJ35A.png,52.6225,0,0,NaN,0
VWFA_22_03,2,3,line_pngs_grid/grid_OBJ35A.png,53.3223,1,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_Screen Shot 2014-04-11 at 2.17.15 PM.png,54.0054,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_Screen Shot 2014-04-11 at 1.57.20 PM.png,54.7052,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_Screen Shot 2014-04-11 at 2.14.26 PM.png,55.3883,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_face_draw13_1.png,56.0881,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_face_draw16_1.png,56.7713,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_face_draw14_2.png,57.471,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_face_draw14_2.png,58.1708,1,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_Screen Shot 2014-04-11 at 2.14.59 PM.png,58.8537,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_face_draw10_1.png,59.5536,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_Screen Shot 2014-04-11 at 2.09.31 PM.png,60.2366,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_Screen Shot 2014-04-11 at 2.12.16 PM.png,60.9365,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_Screen Shot 2014-04-11 at 1.56.16 PM.png,61.6196,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_Screen Shot 2014-04-11 at 2.13.23 PM.png,62.3194,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_Screen Shot 2014-04-11 at 1.52.58 PM.png,63.0025,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_Screen Shot 2014-04-11 at 1.55.13 PM.png,63.7022,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_Screen Shot 2014-04-11 at 1.48.26 PM.png,64.402,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_Screen Shot 2014-04-11 at 2.17.11 PM.png,65.0851,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_Screen Shot 2014-04-11 at 1.56.54 PM.png,65.7849,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_Screen Shot 2014-04-11 at 1.52.01 PM.png,66.468,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_face_draw16_2.png,67.1678,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_Screen Shot 2014-04-11 at 2.15.24 PM.png,67.8509,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_Screen Shot 2014-04-11 at 2.14.17 PM.png,68.5506,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_face_draw1_3.png,69.2338,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_Screen Shot 2014-04-11 at 1.51.23 PM.png,69.9335,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_Screen Shot 2014-04-11 at 3.46.34 PM.png,70.6166,0,0,NaN,0
VWFA_22_03,2,4,face_pngs_grid/grid_Screen Shot 2014-04-11 at 3.46.34 PM.png,71.3163,1,0,NaN,0
VWFA_22_03,2,5,letters_pngs_grid/Y.png,72.0161,0,0,NaN,0
VWFA_22_03,2,5,letters_pngs_grid/s_lower.png,72.6993,0,0,NaN,0
VWFA_22_03,2,5,letters_pngs_grid/O.png,73.3991,0,0,NaN,0
VWFA_22_03,2,5,letters_pngs_grid/t_lower.png,74.0822,0,0,NaN,0
VWFA_22_03,2,5,letters_pngs_grid/t_lower.png,74.782,1,0,NaN,0
VWFA_22_03,2,5,letters_pngs_grid/V copy.png,75.465,0,0,NaN,0
VWFA_22_03,2,5,letters_pngs_grid/j_lower copy.png,76.1648,0,0,NaN,0
VWFA_22_03,2,5,letters_pngs_grid/A.png,76.8478,0,0,NaN,0
VWFA_22_03,2,5,letters_pngs_grid/N copy.png,77.5476,0,0,NaN,0
VWFA_22_03,2,5,letters_pngs_grid/z_lower copy.png,78.2475,0,0,NaN,0
VWFA_22_03,2,5,letters_pngs_grid/X.png,78.9306,0,0,NaN,0
VWFA_22_03,2,5,letters_pngs_grid/a_lower.png,79.6303,0,0,NaN,0
VWFA_22_03,2,5,letters_pngs_grid/a_lower.png,80.3134,1,0,NaN,0
VWFA_22_03,2,5,letters_pngs_grid/n_lower copy.png,81.0132,0,0,NaN,0
VWFA_22_03,2,5,letters_pngs_grid/q_lower.png,81.6963,0,0,NaN,0
VWFA_22_03,2,5,letters_pngs_grid/b_lower.png,82.3961,0,0,NaN,0
VWFA_22_03,2,5,letters_pngs_grid/F copy.png,83.0792,0,0,NaN,0
