Subject,Run,Condition,Filename,Onset,Repeat,Response,RT,Accuracy
5235ZS,2,2,scr_word_pngs_grid/grid_scr_powder.png,18.0128,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_pencil.png,18.713,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_crystal.png,19.3964,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_brick.png,20.0963,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_storm.png,20.7803,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_baby.png,21.4802,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_beach.png,22.18,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_shower.png,22.8627,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_park .png,23.5626,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_flag.png,24.2457,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_mate.png,24.9461,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_cherry.png,25.6279,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_field.png,26.329,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_coat.png,27.0118,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_coat.png,27.7109,1,1,0.48551,1
5235ZS,2,2,scr_word_pngs_grid/grid_scr_kite.png,28.3945,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_mouth.png,29.0946,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_ankle.png,29.7943,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_radish.png,30.4767,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_liver.png,31.1627,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_purse.png,31.8598,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_corner.png,32.5584,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_breeze.png,33.2428,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_breeze.png,33.9294,1,1,0.56554,1
5235ZS,2,2,scr_word_pngs_grid/grid_scr_forest.png,34.6296,0,0,NaN,0
5235ZS,2,2,scr_word_pngs_grid/grid_scr_snow.png,35.3242,0,0,NaN,0
5235ZS,2,3,line_pngs_grid/grid_OBJ31A.png,36.013,0,0,NaN,0
5235ZS,2,3,line_pngs_grid/grid_Airplane.png,36.7074,0,0,NaN,0
5235ZS,2,3,line_pngs_grid/grid_Rollerskate.png,37.3956,0,0,NaN,0
5235ZS,2,3,line_pngs_grid/grid_Stool.png,38.0893,0,0,NaN,0
5235ZS,2,3,line_pngs_grid/grid_Stool.png,38.7796,1,1,0.58182,1
5235ZS,2,3,line_pngs_grid/grid_HeartReal.png,39.4726,0,0,NaN,0
5235ZS,2,3,line_pngs_grid/grid_OBJ12.png,40.162,0,0,NaN,0
5235ZS,2,3,line_pngs_grid/grid_Tent.png,40.8626,0,0,NaN,0
5235ZS,2,3,line_pngs_grid/grid_cherry.png,41.5557,0,0,NaN,0
5235ZS,2,3,line_pngs_grid/grid_PalmTree.png,42.2465,0,0,NaN,0
5235ZS,2,3,line_pngs_grid/grid_car.png,42.9374,0,0,NaN,0
5235ZS,2,3,line_pngs_grid/grid_OBJ5.png,43.6204,0,0,NaN,0
5235ZS,2,3,line_pngs_grid/grid_Penguin.png,44.3211,0,0,NaN,0
5235ZS,2,3,line_pngs_grid/grid_OBJ23A.png,45.0127,0,0,NaN,0
5235ZS,2,3,line_pngs_grid/grid_OBJ30.png,45.7031,0,0,NaN,0
5235ZS,2,3,line_pngs_grid/grid_Kite.png,46.3968,0,0,NaN,0
5235ZS,2,3,line_pngs_grid/grid_Kite.png,47.0853,1,1,0.61764,1
5235ZS,2,3,line_pngs_grid/grid_ironingboard.png,47.7799,0,0,NaN,0
5235ZS,2,3,line_pngs_grid/grid_Leaf.png,48.4795,0,0,NaN,0
